"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07055/national-institute-of-environmental-health-sciences-notice-of-closed-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07055.pdf","04/10/2017","","National Institute of Environmental Health Sciences; Notice of Closed Meeting","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07056/national-heart-lung-and-blood-institute-notice-of-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07056.pdf","04/10/2017","","National Heart, Lung, and Blood Institute; Notice of Meeting","",""
"","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07054/office-of-the-director-notice-of-charter-renewal","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07054.pdf","04/10/2017","","Office of the Director; Notice of Charter Renewal","",""
"Notice.","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07058/government-owned-inventions-availability-for-licensing","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07058.pdf","04/10/2017","","Government-Owned Inventions; Availability for Licensing","","The inventions listed below are owned by an agency of the U.S. Government and are available for licensing to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing."
"Notice.","Health and Human Services Department; National Institutes of Health","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07057/government-owned-inventions-availability-for-licensing","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07057.pdf","04/10/2017","","Government-Owned Inventions; Availability for Licensing","","The invention listed below is owned by an agency of the U.S. Government and is available for licensing to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing."
"Notice.","Health and Human Services Department","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07052/meeting-of-the-national-advisory-committee-on-children-and-disasters","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07052.pdf","04/10/2017","","Meeting of the National Advisory Committee on Children and Disasters","","As stipulated by the Federal Advisory Committee Act, the Department of Health and Human Services (HHS) is hereby giving notice that the National Advisory Committee on Children and Disasters (NACCD) will hold a public teleconference on May 5, 2017."
"Notice.","Health and Human Services Department; Office of the Secretary","","05/10/2017","","https://www.federalregister.gov/documents/2017/04/10/2017-07143/agency-information-collection-activities-submission-to-omb-for-review-and-approval-public-comment","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07143.pdf","04/10/2017","","Agency Information Collection Activities; Submission to OMB for Review and Approval; Public Comment Request","","In compliance with section 3507(a)(1)(D) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, has submitted an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB) for review and approval. The ICR is for renewal of the approved information collection assigned OMB control number 0990-0419, scheduled to expire on June 30, 2017. Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public on this ICR during the review and approval period."
"Notice of meeting.","Interior Department; Land Management Bureau","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07112/notice-of-public-meeting-for-the-albuquerque-district-resource-advisory-council","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07112.pdf","04/10/2017","","Notice of Public Meeting for the Albuquerque District Resource Advisory Council","","In accordance with the Federal Land Policy and Management Act of 1976 and the Federal Advisory Committee Act of 1972, the U.S. Department of the Interior, Bureau of Land Management (BLM) Albuquerque District Resource Advisory Council (RAC) will meet as indicated below."
"Notice.","Health and Human Services Department","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07051/meetings-of-the-national-preparedness-and-response-science-board-and-the-national-advisory-committee","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07051.pdf","04/10/2017","","Meetings of the National Preparedness and Response Science Board and the National Advisory Committee on Children and Disasters","","As stipulated by the Federal Advisory Committee Act, the Department of Health and Human Services (HHS) is hereby giving notice that the National Preparedness and Response Science Board (NPRSB) will hold a public meeting on April 12, 2017, and a joint public meeting with the National Advisory Committee on Children and Disasters (NACCD) on April 13, 2017. Notice of publication for the April 12-13, 2017 meeting is less than 15 calendar days prior to the meeting, as exceptional circumstances exist. Pursuant to the Federal Advisory Committee Management Regulations, the notice for this meeting is given less than 15 calendar days prior to the meeting due to exceptional circumstance. It is imperative that the National Preparedness and Response Science Board (NPRSB) and the National Advisory Committee (NACCD) hold this April 12-13, 2017 meeting to accommodate the scheduling priorities of key participants. Given HHS's need for the NPRSB and NACCD's ongoing advice, and the scheduling difficulties of selecting alternative dates, the agency deems it important for the advisory committees to meet on April 12-13, 2017, despite the late notice."
"","Health and Human Services Department; Centers for Disease Control and Prevention","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07284/meeting-notice-advisory-council-for-the-elimination-of-tuberculosis-acet","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07284.pdf","04/10/2017","","Meeting Notice; Advisory Council for the Elimination of Tuberculosis (ACET)","",""
"","International Trade Commission","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07120/1112-tetrafluoroethane-r-134a-from-china","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07120.pdf","04/10/2017","","1,1,1,2-Tetrafluoroethane (R-134a) From China","",""
"","Federal Reserve System","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07111/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07111.pdf","04/10/2017","","Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company","",""
"","Federal Reserve System","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07110/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07110.pdf","04/10/2017","","Formations of, Acquisitions by, and Mergers of Bank Holding Companies","",""
"Notice.","Environmental Protection Agency","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07132/notification-of-a-meeting-of-the-science-advisory-board-economy-wide-modeling-panel","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07132.pdf","04/10/2017","","Notification of a Meeting of the Science Advisory Board Economy-Wide Modeling Panel","","The Environmental Protection Agency (EPA) Science Advisory Board (SAB) Staff Office announces a public meeting of the SAB Economy- Wide Modeling Panel to discuss its draft responses on charge questions from the EPA's National Center for Environmental Economics and the Office of Air and Radiation on economic analysis for air regulations at the EPA."
"Notice.","Environmental Protection Agency","","","04/10/2017","https://www.federalregister.gov/documents/2017/04/10/2017-07141/cross-media-electronic-reporting-authorized-program-revision-approval-state-of-iowa","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07141.pdf","04/10/2017","","Cross-Media Electronic Reporting: Authorized Program Revision Approval, State of Iowa","","This notice announces EPA's approval of the State of Iowa's request to revise its National Emission Standards for Hazardous Air Pollutants EPA-authorized program to allow electronic reporting."
"","Railroad Retirement Board","","","","https://www.federalregister.gov/documents/2017/04/10/2017-07068/agency-forms-submitted-for-omb-review-request-for-comments","https://www.gpo.gov/fdsys/pkg/FR-2017-04-10/pdf/2017-07068.pdf","04/10/2017","","Agency Forms Submitted for OMB Review, Request for Comments","","In accordance with the Paperwork Reduction Act of 1995 (44 U.S.C. Chapter 35), the Railroad Retirement Board (RRB) is forwarding an Information Collection Request (ICR) to the Office of Information and Regulatory Affairs (OIRA), Office of Management and Budget (OMB). Our ICR describes the information we seek to collect from the public. Review and approval by OIRA ensures that we impose appropriate paperwork burdens. The RRB invites comments on the proposed collection of information to determine (1) the practical utility of the collection; (2) the accuracy of the estimated burden of the collection; (3) ways to enhance the quality, utility, and clarity of the information that is the subject of collection; and (4) ways to minimize the burden of collections on respondents, including the use of automated collection techniques or other forms of information technology. Comments to the RRB or OIRA must contain the OMB control number of the ICR. For proper consideration of your comments, it is best if the RRB and OIRA receive them within 30 days of the publication date. Title and purpose of information collection: Continuing Disability Report; OMB 3220-0187. Under Section 2 of the Railroad Retirement Act, an annuity is not payable or is reduced for any month in which the annuitant works for a railroad or earns more than prescribed dollar amounts from either non-railroad employment or self-employment. Certain types of work may indicate an annuitant's recovery from disability. The provisions relating to the reduction or non-payment of an annuity by reason of work, and an annuitant's recovery from disability for work, are prescribed in 20 CFR 220.17-220.20. The RRB conducts continuing disability reviews (CDR) to determine whether an annuitant continues to meet the disability requirements of the law. Provisions relating to when and how often the RRB conducts CDR's are prescribed in 20 CFR 220.186. Form G-254, Continuing Disability Report, is used by the RRB to develop information for a CDR determination, including a determination prompted by a report of work, return to railroad service, allegation of medical improvement, or a routine disability review call-up. Form G- 254a, Continuing Disability Update Report, is used to help identify a disability annuitant whose work activity and/or recent medical history warrants completion of Form G-254 for a more extensive review. Completion is required to retain a benefit. One response is requested of each respondent to Forms G-254 and G-254a. Previous Requests for Comments: The RRB has already published the initial 60-day notice (82 FR 8961 on February 1, 2017) required by 44 U.S.C. 3506(c)(2). That request elicited no comments."
